Claimant Gender,Claimant Age,Claim Amount
Male,39,7062.93
Male,41,912.6
Female,40,14087.94
Female,48,10873.71
Female,45,10087.81
Female,41,5688.19
Male,54,8008.05
Male,31,1911.84
Female,29,3785.97
Female,55,8609.76
Male,38,7867.76
Other,32,538.47
Female,28,2042.28
Female,41,12665.76
Male,37,5033.36
Male,54,2290.1
Other,21,5676.73
Male,31,8192.82
Female,68,16552.5
Other,50,9778.96
Female,51,16368.63
Female,35,500.0
Male,49,500.0
Female,52,7763.34
Male,52,11008.63
Female,51,10108.66
Male,37,9441.85
Female,20,2794.05
Female,58,6276.19
Female,33,9488.41
Female,38,9872.58
Female,32,10605.7
Female,40,8065.94
Female,20,500.0
Other,29,11010.21
Female,50,5952.71
Male,41,500.0
Male,35,6379.31
Female,26,500.0
Male,19,500.0
Male,34,7087.98
Male,38,3880.65
Female,38,2491.85
Female,46,13010.48
Male,32,9426.72
Female,21,3249.53
Male,38,500.0
Female,27,11009.57
Male,33,9490.48
Male,42,6341.01
Male,41,7131.77
Male,33,3453.37
Male,45,6086.64
Female,56,14216.77
Male,47,2906.07
Other,38,500.0
Female,59,13078.37
Male,62,2068.55
Female,36,5961.2
Female,30,6921.04
Female,57,5080.21
Female,60,9472.47
Other,35,7122.08
Female,24,1775.93
Other,36,7814.92
Female,61,500.0
Female,23,3721.93
Female,32,20449.91
Female,33,9081.5
Female,32,500.0
Other,31,5558.62
Male,58,2241.71
Female,64,4009.35
Female,37,9386.25
Male,45,1817.95
Female,41,8293.65
Other,47,8602.32
Female,44,7752.48
Male,48,7535.51
Other,43,9635.92
Male,35,3234.61
Male,55,12138.07
Male,43,4964.36
Female,51,5694.69
Female,57,4628.75
Male,45,7534.92
Male,54,10131.63
Male,56,10560.93
Male,38,4271.85
Other,33,3499.53
Female,49,2015.02
Female,36,3936.8
Male,23,6293.2
Male,34,5095.48
Female,36,3882.53
Other,34,4263.68
Male,46,6343.01
Female,38,500.0
Male,45,8781.04
Female,24,7654.11
Male,25,500.0
Female,37,3935.46
Male,38,19967.38
Female,35,4886.38
Male,43,12028.26
Male,53,7905.6
Male,54,2495.59
Male,37,7423.84
Female,27,500.0
Male,30,7978.35
Other,49,16389.44
Other,30,13161.16
Female,18,500.0
Other,34,6131.05
Female,46,10853.49
Female,28,2605.95
Female,18,8574.54
Male,53,5038.2
Female,54,9984.39
Male,46,2928.88
Female,49,1999.26
Female,31,3299.9
Male,41,922.91
Female,38,7024.08
Female,43,3550.83
Female,19,5432.63
Male,49,9064.9
Male,42,13232.4
Female,18,500.0
Female,60,1638.7
Male,43,11421.52
Female,51,7344.17
Female,42,5638.16
Female,27,7071.51
Female,41,5016.8
Female,28,863.63
Female,47,15184.54
Male,21,4928.5
Male,42,7136.58
Female,41,18789.53
Female,48,9404.81
Male,18,4136.37
Female,46,12531.24
Female,29,1661.58
Male,26,500.0
Male,22,9270.76
Male,27,8317.09
Male,24,9523.28
Male,44,10545.32
Male,41,13985.27
Female,19,8044.08
Female,34,8079.02
Female,39,5446.68
Male,53,4130.78
Female,33,4451.16
Female,32,17421.96
Male,42,15541.25
Female,43,4496.12
Male,44,4492.21
Male,45,6794.78
Female,32,500.0
Male,24,3385.11
Male,32,10603.34
Female,52,10746.61
Other,37,5512.15
Female,55,8143.28
Male,32,8781.93
Female,41,9413.96
Male,55,4837.28
Male,36,10395.76
Female,34,4341.99
Male,45,6875.99
Female,37,12033.29
Female,40,500.0
Male,53,5019.39
Female,53,1958.71
Female,27,500.0
Female,35,10394.46
Female,47,500.0
Female,28,6032.01
Female,44,3044.26
Female,48,9306.84
Female,29,8926.47
Female,39,7967.01
Male,56,1618.97
Female,50,18242.96
Other,38,922.07
Female,59,7646.08
Female,61,10575.9
Female,56,9959.71
Male,51,14197.62
Female,55,16885.72
Female,33,14304.7
Other,37,8400.81
Female,19,6865.97
Female,44,10946.44
Male,18,500.0
Female,52,12239.42
Female,39,500.0
Other,51,1746.18
Male,37,6381.41
Female,40,13086.2
Male,48,7976.29
Male,41,6776.24
Male,32,500.0
Female,31,500.0
Male,47,3395.98
Male,54,11539.06
Male,23,5487.24
Female,35,17167.63
Male,51,3107.28
Male,38,19719.42
Male,46,16728.28
Female,55,9826.31
Other,47,500.0
Female,33,9258.56
Other,45,7837.01
Female,63,23034.98
Male,32,500.0
Female,22,4734.02
Male,53,500.0
Female,41,688.16
Female,23,3320.39
Female,46,9282.04
Female,57,500.0
Male,45,4523.31
Female,37,6474.91
Male,30,6490.01
Other,45,605.98
Other,43,8232.08
Female,37,12395.14
Female,53,19270.04
Other,36,12507.48
Male,47,9520.25
Female,40,7495.11
Male,27,9238.7
Male,42,12196.5
Male,51,6806.28
Female,39,4204.16
Male,42,11503.91
Female,51,10350.0
Male,31,12903.61
Female,18,6764.52
Female,44,5628.94
Female,33,3055.26
Female,52,10814.24
Female,42,5181.1
Male,38,500.0
Female,46,4240.12
Male,23,500.0
Female,56,11509.32
Male,50,5379.55
Female,50,11398.2
Male,42,5760.0
Male,37,7131.44
Other,46,5679.01
Male,38,6455.24
Female,37,14074.42
Male,54,9454.16
Female,35,10418.32
Male,42,9537.21
Female,33,4313.03
Male,45,7245.4
Male,46,5435.32
Male,33,4599.1
Male,34,8753.75
Female,34,8968.22
Male,44,500.0
Female,42,574.84
Female,22,8947.75
Male,28,3688.0
Male,31,8426.07
Female,35,4814.85
Male,36,8051.84
Male,50,3222.04
Female,44,500.0
Female,18,5476.07
Female,27,500.0
Male,28,11442.69
Male,21,6379.72
Other,22,500.0
Female,66,10304.39
Other,51,11849.68
Male,44,14805.33
Female,37,500.0
Male,23,3504.41
Female,39,5983.2
Female,30,8546.51
Female,25,2738.86
Other,24,4943.37
Male,23,6585.47
Female,18,5156.48
Male,41,9655.27
Male,27,14541.51
Male,41,18961.9
Male,43,8542.52
Female,38,3879.18
Male,43,7772.8
Male,37,5784.75
Female,57,3802.25
Female,36,3319.93
Male,53,3133.01
Female,47,7415.35
Female,54,11988.58
Female,58,4961.64
Male,25,2566.93
Other,33,6288.22
Other,35,11850.91
Female,36,6732.36
Male,57,11795.37
Female,36,4321.1
Female,36,12498.87
Male,45,7455.8
Male,37,10319.93
Male,39,5530.08
Female,42,5694.6
Male,40,10014.11
Female,30,5621.51
Male,42,5935.1
Male,39,7023.96
Female,36,1855.8
Male,34,6681.75
Female,48,5981.6
Other,27,4925.84
Female,38,1060.58
Male,34,4670.47
Other,63,8419.31
Female,50,3145.64
Female,56,4070.33
Male,33,8809.87
Male,26,4507.09
Male,43,8606.89
Female,54,14632.24
Male,56,14234.65
Male,23,10671.4
Female,31,500.0
Male,38,8542.15
Female,66,10984.3
Female,60,15554.77
Male,18,500.0
Female,42,6792.02
Male,44,6017.07
Female,63,7350.67
Female,49,7886.79
Male,26,3425.42
Female,48,16172.91
Male,54,4889.78
Female,41,14021.66
Female,42,8560.28
Male,35,7764.38
Male,54,4012.7
Male,18,500.0
Female,41,9491.33
Female,56,8563.14
Female,51,15819.93
Male,30,8125.06
Other,31,4465.03
Female,45,4321.54
Other,62,4955.43
Female,27,11811.3
Other,58,15444.79
Female,44,8232.69
Other,35,5163.23
Female,48,13815.26
Female,33,500.0
Male,52,10032.76
Other,64,11504.52
Male,38,1371.05
Female,29,8141.17
Male,48,8362.54
Female,65,10136.69
Male,30,4655.22
Other,22,500.0
Female,55,9830.78
Other,46,2594.69
Female,64,12113.01
Female,37,500.0
Male,55,6118.8
Male,38,8504.74
Male,47,10271.63
Male,39,16270.99
Female,56,5531.31
Male,46,8266.57
Male,55,11394.51
Female,53,8100.4
Male,61,12785.06
Male,20,3829.21
Male,49,5043.87
Female,51,747.26
Female,44,4517.77
Female,34,8821.89
Other,35,500.0
Male,41,2773.91
Female,42,8259.72
Female,62,15057.55
Other,43,13476.19
Female,48,21402.12
Female,35,11428.44
Female,34,2176.93
Male,48,5915.85
Male,33,5094.29
Male,33,8254.94
Male,32,500.0
Female,39,500.0
Female,33,2410.25
Female,25,8667.32
Female,31,5657.67
Male,21,3491.09
Female,37,3451.7
Male,28,7284.36
Male,50,7310.45
Male,38,7226.7
Female,34,9460.94
Female,55,10904.99
Female,56,4074.05
Male,25,500.0
Male,39,500.0
Other,32,10276.13
Female,53,12635.07
Female,42,11973.02
Female,34,9080.21
Other,44,7093.62
Male,51,7367.46
Male,36,504.9
Male,50,10344.63
Other,41,500.0
Male,38,5552.65
Female,40,500.0
Female,26,9383.67
Other,30,2639.83
Male,37,623.76
Female,26,9259.44
Other,44,8636.62
Female,49,2562.1
Female,48,19609.56
Female,57,10107.2
Female,46,8468.37
Male,40,10080.79
Female,43,12224.44
Male,59,4496.42
Female,26,4118.99
Female,51,8417.49
Female,39,12910.9
Male,29,5293.87
Female,63,12711.81
Male,34,6574.22
Female,25,5955.39
Male,56,1824.53
Female,47,5541.87
Male,37,5621.78
Male,20,500.0
Female,40,5716.67
Female,52,11348.41
Male,46,6679.16
Female,42,7247.47
Male,33,14998.36
Male,38,500.0
Male,38,1343.54
Female,22,5630.01
Female,26,504.33
Female,34,11635.41
Female,52,13140.64
Male,18,5390.9
Male,38,12913.53
Female,54,11449.85
Male,28,10276.1
Female,25,500.0
Female,40,2242.66
Female,32,11250.56
Female,53,9645.45
Female,18,7839.89
Female,28,500.0
Male,19,8465.98
Male,54,16704.5
Male,46,2326.54
Male,44,4295.74
Female,33,13136.6
Other,25,11300.16
Female,63,11715.28
Female,28,500.0
Male,38,5211.04
Male,72,14579.39
Male,26,5651.16
Female,42,6461.97
Female,38,12854.78
Male,43,6723.14
Male,25,3424.19
Male,37,10321.04
Male,42,500.0
Female,33,849.63
Male,25,500.0
Male,45,10430.21
Male,37,8949.5
Female,53,13945.77
Male,50,500.0
Male,54,2217.03
Male,46,7396.14
Male,38,8229.46
Female,52,8364.99
Male,43,4339.45
Female,47,8467.11
Female,46,2132.71
Male,33,14023.86
Female,46,6300.21
Other,24,500.0
Male,18,500.0
Female,41,7573.32
Female,38,500.0
Female,29,11368.92
Male,31,4360.53
Female,49,4523.86
Male,41,500.0
Other,53,7893.08
Female,19,500.0
Male,43,3030.37
Female,41,7562.47
Other,36,6263.23
Male,40,3982.85
Female,54,10027.85
Other,19,2955.78
Female,60,11713.08
Female,57,12263.89
Female,35,500.0
Male,46,6117.27
Female,26,6633.31
Female,41,5376.96
Male,51,8533.13
Male,30,8201.43
Female,21,1937.74
Male,45,5771.95
Other,66,3012.52
Male,44,15248.43
Female,39,3583.46
Male,45,13824.91
Male,39,7245.55
Female,53,3839.98
Male,33,2457.94
Male,27,7412.81
Male,44,9408.22
Male,48,5631.42
Male,43,8949.38
Other,43,6197.35
Male,58,5781.12
Female,51,9794.87
Male,55,500.0
Other,35,10785.4
Male,48,10108.59
Male,30,6622.13
Male,22,8476.31
Female,43,10723.5
Female,41,4825.23
Female,58,5502.7
Female,33,6400.19
Male,36,6518.02
Female,28,500.0
Female,38,7440.11
Male,37,7723.63
Male,57,11402.04
Female,47,4032.05
Male,58,6053.86
Male,42,8007.15
Female,35,5994.17
Female,27,10924.49
Male,53,9586.19
Female,18,2126.29
Male,54,8724.26
Male,58,6212.44
Male,34,7444.6
Male,48,7840.43
Male,35,5479.45
Male,41,17992.23
Female,53,500.0
Female,30,2874.26
Male,47,13844.45
Female,28,500.0
Male,22,2819.97
Other,18,4557.76
Female,41,500.0
Male,29,13012.72
Male,37,13975.1
Male,32,500.0
Female,18,7316.05
Female,32,9355.03
Female,33,5950.9
Female,35,1006.43
Male,29,7878.11
Male,33,7098.53
Female,32,6894.46
Male,18,863.02
Female,31,2525.85
Male,38,12210.15
Female,41,10805.22
Female,18,2274.08
Male,53,2470.01
Female,42,13981.43
Male,40,5177.72
Male,59,16907.9
Female,36,4424.4
Male,43,10781.87
Male,26,1769.68
Female,34,2530.72
Female,26,8538.69
Male,60,11309.29
Other,26,3046.02
Female,40,6426.91
Male,48,7920.14
Male,42,4448.37
Female,38,746.51
Male,71,14931.8
Female,51,500.0
Male,47,6756.63
Female,38,5315.17
Female,45,16199.62
Other,49,1485.24
Male,45,8256.47
Female,46,13125.56
Other,43,5177.89
Male,35,12169.03
Male,43,6158.69
Male,43,1080.23
Male,21,5277.11
Male,54,12048.27
Other,26,500.0
Female,18,500.0
Male,50,6831.99
Female,25,500.0
Female,35,17099.49
Female,26,1520.33
Male,59,10724.96
Other,43,5993.07
Male,28,3788.57
Male,56,7133.36
Male,45,500.0
Male,30,10466.12
Female,40,12969.36
Male,28,9457.35
Female,36,7208.29
Male,23,8680.79
Female,33,500.0
Other,24,2618.61
Male,33,1889.74
Female,18,500.0
Male,37,9543.31
Male,18,500.0
Male,53,5667.56
Other,37,5953.13
Female,37,1495.68
Female,37,11068.64
Male,32,17036.47
Female,34,4632.19
Female,58,10171.42
Male,42,14264.75
Male,40,16153.87
Male,28,2980.41
Female,30,500.0
Female,33,2163.58
Female,18,4626.11
Male,48,10067.03
Female,59,2909.09
Male,50,5131.1
Female,48,5908.23
Male,42,8139.08
Female,55,8166.31
Other,57,5841.46
Female,28,6151.37
Male,38,11654.81
Male,44,2959.99
Other,66,5077.89
Female,37,4781.42
Male,27,2830.33
Female,56,2158.91
Other,46,8124.84
Male,51,8761.02
Female,35,3908.49
Male,20,8104.84
Male,18,20889.52
Female,56,8867.95
Female,49,8205.02
Other,34,4671.86
Female,25,11028.44
Other,60,5876.08
Male,48,7371.86
Male,62,11463.96
Male,43,2960.05
Male,34,11133.99
Female,37,7150.15
Male,60,11761.48
Female,53,3711.53
Female,32,1328.81
Male,33,11235.23
Female,56,4282.94
Male,30,1255.58
Male,34,11413.59
Female,52,13348.03
Female,47,8566.75
Female,48,11107.19
Female,59,1426.35
Female,28,5674.01
Male,52,5622.73
Other,34,7013.66
Other,44,1811.29
Male,37,4605.21
Other,37,9439.87
Female,32,500.0
Female,30,15266.79
Male,62,1736.76
Male,37,3239.09
Female,34,10570.97
Male,37,500.0
Female,50,500.0
Male,28,1970.57
Male,36,16292.16
Male,47,11342.05
Other,56,7099.78
Male,35,500.0
Female,28,500.0
Female,44,9243.37
Female,50,17660.39
Female,49,3282.67
Other,41,500.0
Female,51,5765.13
Female,27,2814.15
Other,34,9284.93
Male,18,3242.56
Male,35,5401.77
Female,41,12879.19
Male,18,3062.6
Female,20,4153.34
Female,26,1410.96
Female,18,3123.01
Other,33,3700.64
Other,32,11149.15
Male,43,3926.81
Male,48,4185.8
Female,38,3332.45
Female,40,11648.67
Male,42,6945.43
Male,35,5151.81
Male,30,4313.6
Other,42,11455.1
Male,38,500.0
Male,51,570.16
Female,43,9339.93
Female,41,2491.89
Male,26,5224.59
Male,35,2780.6
Male,34,500.0
Other,32,500.0
Male,48,5786.02
Male,43,8846.33
Other,33,11201.95
Male,39,500.0
Male,29,4948.78
Female,47,14465.64
Female,56,12397.69
Female,32,2627.74
Male,40,4190.62
Male,29,6586.33
Female,34,6915.81
Male,47,500.0
Female,58,19791.79
Male,30,10918.12
Male,48,5287.07
Other,27,500.0
Female,44,14627.2
Male,31,4146.18
Female,21,500.0
Male,33,15415.02
Other,24,500.0
Male,50,4941.64
Male,36,3594.91
Female,48,3974.35
Female,39,3825.63
Female,49,12039.43
Male,32,8988.75
Female,38,9624.78
Male,75,24447.8
Male,43,14878.82
Other,34,3717.89
Female,24,3118.33
Female,34,13326.82
Female,43,4384.47
Female,44,12291.37
Female,40,14483.16
Female,54,9641.13
Female,43,14198.45
Other,36,3872.93
Male,52,5085.55
Male,33,16143.39
Male,54,8721.42
Female,50,18514.89
Other,48,8952.46
Male,34,500.0
Other,37,3920.67
Other,32,758.77
Female,33,500.0
Female,54,5668.11
Male,49,11712.99
Male,57,13567.79
Male,46,7737.73
Female,36,8733.31
Female,45,9520.01
Other,37,7084.32
Female,43,9234.79
Female,46,9730.97
Male,35,9507.38
Other,43,13259.51
Other,35,1509.62
Male,52,3345.93
Female,38,500.0
Male,42,8832.43
Male,43,9833.69
Female,18,13319.59
Male,48,500.0
Female,42,500.0
Male,42,9435.17
Male,51,9101.39
Female,30,1557.9
Male,47,9488.18
Female,37,5922.88
Other,54,12691.44
Male,21,10812.93
Female,40,4548.52
Female,62,15499.81
Female,47,9268.27
Male,46,500.0
Male,62,15799.65
Female,31,5305.26
Male,27,6174.75
Female,44,500.0
Male,31,9024.81
Male,28,6866.21
Female,58,14599.6
Female,32,500.0
Female,37,4457.96
Male,33,1654.38
Male,29,7362.69
Male,33,1388.96
Male,28,500.0
Male,49,12616.3
Female,62,7870.81
Female,28,500.0
Other,27,6406.96
Female,38,15050.93
Male,48,6611.62
Male,35,15406.55
Male,35,2067.71
Male,63,13378.13
Male,34,8919.93
Other,36,7455.73
Female,34,8253.72
Male,26,10940.73
Female,41,6562.06
Other,49,12206.38
Female,57,1813.48
Female,53,8132.52
Male,51,666.18
Male,60,5191.47
Male,48,7007.75
Female,56,500.0
Male,46,5597.88
Female,48,5357.78
Male,40,11257.56
Female,38,7174.37
Male,37,500.0
Other,49,1862.55
Female,42,8606.68
Female,25,11482.06
Male,48,500.0
Male,47,2396.36
Female,37,13795.18
Male,54,10822.9
Female,32,500.0
Female,26,1215.0
Male,27,6738.19
Female,46,10574.81
Female,26,3118.62
Female,47,12103.7
Male,46,8932.72
Female,31,6996.75
Female,33,6157.88
Female,35,500.0
Female,55,3568.65
Female,18,6168.29
Female,37,15879.3
Female,43,1992.71
Female,19,500.0
Other,39,11066.87
Female,56,10947.42
Male,45,16618.08
Other,27,500.0
Other,37,3521.27
Female,36,10884.76
Male,38,8401.49
Female,29,8963.77
Male,44,2723.84
Male,60,10199.14
Male,62,6433.76
Male,26,500.0
Female,68,2800.01
Male,24,4600.06
Male,44,8773.16
Female,28,1438.4
Male,50,5947.72
Male,32,3100.72
Male,53,4037.9
Female,25,500.0
Male,44,1998.13
Other,67,8532.85
Female,33,13499.64
Female,26,6432.44
Male,34,12028.46
Female,45,7643.13
Male,75,6009.64
Female,47,2566.73
Male,35,6299.21
Male,29,2353.3
Male,50,10140.17
Male,26,6606.46
Female,30,5148.77
Male,47,18861.08
Male,46,500.0
Female,36,3504.83
Female,45,5282.25
Male,30,6733.32
Female,44,7194.83
Male,25,1738.44
Female,38,500.0
Male,24,9540.02
Male,37,11199.6
Other,38,500.0
Other,27,6981.64
Other,58,7119.91
Female,42,5274.37
Male,49,1681.15
Male,40,13614.18
Male,68,11679.77
Male,38,1199.47
Female,45,500.0
Female,50,9237.52
Female,18,500.0
Female,43,10559.3
Male,34,7052.74
Male,32,1650.76
Female,69,12894.27
Female,40,1724.67
Male,32,5979.18
Male,52,6962.06
Other,55,5959.63
Other,43,9985.99
Female,23,7063.18
Male,44,13294.98
Female,49,13724.14
Male,38,15382.13
Female,31,9435.95
Male,40,4230.98
Female,52,9945.48
Male,54,1796.76
Female,54,13682.63
Female,52,9146.31
Female,36,6385.68
Male,44,6022.16
Male,39,17316.11
Female,55,10057.91
Male,40,6899.35
Other,51,8419.5
Male,36,7266.28
Male,46,6095.84
Female,58,13586.37
Other,52,11436.28
Other,30,7758.84
Female,33,6719.66
Female,27,4278.8
Female,53,11585.11
Female,23,2959.57
Female,49,4898.83
Male,45,3084.77
Female,32,6991.4
Female,40,1078.38
Other,44,6097.7
Male,38,6872.96
Male,60,15332.9
Male,33,500.0
Female,34,500.0
Male,34,6737.14
Male,34,500.0
Male,39,2587.9
Male,38,500.0
Male,35,12249.93
Male,36,9280.64
Male,50,11184.74
Male,43,5207.13
Male,31,500.0
Male,48,15166.35
Female,29,8414.83
Male,39,3051.11
Female,30,13642.19
Female,52,19075.57
Female,32,6946.72
Male,50,2972.44
Male,44,5435.49
Male,50,3295.86
Female,49,500.0
Other,49,4506.97
Male,32,4392.64
Female,38,4788.49
Female,45,16609.44
Female,36,7551.04
Female,36,11031.29
Male,42,3817.55
Female,27,10819.06
Female,42,5175.07
Female,20,3729.12
Male,43,9202.04
Female,25,10715.83
Female,33,2477.41
Female,36,7929.98
Male,37,2737.68
Male,66,20276.32
Male,25,17736.55
Male,18,3899.53
Female,35,6551.45
Female,42,9865.18
Female,41,2942.08
Female,26,500.0
Male,47,9085.62
Female,32,11296.25
Male,26,5477.86
Male,28,1925.59
Male,31,4117.44
Female,42,5719.85
Male,41,5156.31
Female,27,2837.75
Female,50,10434.9
Male,44,8413.22
Male,35,500.0
Female,58,10129.92
Female,18,10820.81
Male,40,3744.63
Female,33,16133.36
Male,31,6823.75
Female,50,15485.53
Female,34,15041.92
Other,38,7846.28
Male,46,7895.83
Other,29,6855.93
Female,35,9366.17
Female,48,10332.04
Male,75,14503.13
Male,55,6450.84
Male,43,5728.25
Male,39,4302.16
Female,42,3456.35
Female,24,17729.82
Female,35,14264.37
Female,44,500.0
Male,56,988.41
Female,30,2603.21
Female,39,500.0
Female,41,8885.85
Male,35,11443.25
Male,25,6157.15
Male,40,500.0
Female,47,10634.64
Female,46,9162.96
Male,34,3791.63
Female,46,5148.99
Female,37,7036.06
Female,43,5494.1
Female,46,16495.6
Female,26,500.0
Male,54,7834.12
Female,35,3781.99
Female,47,8364.78
Male,54,5545.45
Male,41,9367.36
Male,29,3954.84
Female,64,20385.26
Female,27,4144.5
Other,34,500.0
Female,20,9880.45
Male,49,6280.72
Other,39,7788.05
Male,29,11712.56
Female,47,11055.47
Male,36,10350.31
Female,18,20736.77
Female,43,9858.19
Male,53,6543.13
Female,40,7309.54
Female,19,3746.0
Male,29,6871.84
Female,47,18384.45
Male,31,3655.44
Other,42,1983.15
Other,48,12946.16
Male,48,9646.32
Female,45,3891.02
Female,43,16559.6
Female,38,13006.54
Female,18,5316.84
Male,59,8980.79
Female,29,500.0
Male,40,5472.93
Male,37,5300.3
Female,43,3948.22
Female,44,13180.62
Male,51,8813.92
Female,42,16216.66
Female,41,500.0
Male,62,500.0
Male,34,4942.73
Other,42,3881.27
Female,42,9687.72
Male,49,13706.26
Female,42,5427.12
Female,46,14759.14
Female,39,4664.86
Male,34,10149.94
Female,50,2234.83
Male,55,13006.53
Female,36,3209.49
Female,53,936.77
Male,39,3017.06
Female,45,9590.89
Male,45,18948.1
Female,45,4767.67
Male,37,5551.15
Other,50,7822.41
Male,43,3429.93
Male,53,3805.55
Female,47,6536.25
Male,26,500.0
Male,52,11381.69
Female,34,16482.2
Female,44,10134.79
Female,36,8429.77
Male,38,578.11
Male,42,3082.77
Female,53,8749.84
Female,56,16682.95
Male,53,11231.63
Male,33,11477.18
Female,23,5887.78
Female,34,500.0
Female,47,9818.83
Male,18,9845.55
Male,48,12067.19
Female,35,9789.69
Female,48,4024.42
Male,29,500.0
Female,38,13552.62
Male,31,500.0
Female,33,10300.45
Other,23,500.0
Female,35,8297.2
Male,46,2950.92
Male,41,11713.11
Female,23,6978.69
Female,42,13376.44
Male,57,3575.13
Male,46,14047.39
Male,33,1503.81
Female,36,6665.1
Other,30,5531.56
Female,39,500.0
Male,55,500.0
Female,31,1165.45
Female,23,11862.65
Male,18,5809.44
Other,58,7709.33
Female,28,3068.28
Other,34,5524.67
Female,54,18000.03
Female,32,500.0
Male,44,8056.37
Female,40,6584.21
Male,25,7405.05
Other,41,1072.55
Female,48,9023.05
Male,31,5315.8
Female,23,500.0
Female,18,500.0
Female,45,10478.22
Male,44,2521.7
Male,42,6206.22
Female,32,4108.51
Female,46,21747.99
Male,39,4008.98
Male,39,16679.51
Female,30,7962.59
Male,38,500.0
Male,59,11501.24
Female,28,500.0
Female,42,7861.14
Female,30,11825.97
Female,30,4714.0
Other,36,5326.27
Female,57,500.0
Male,52,9994.9
Male,66,22690.29
Female,30,5787.38
Female,35,4279.28
Female,65,15779.97
Male,26,500.0
Male,36,6243.83
Male,54,8864.39
Male,38,3916.63
Female,41,13787.11
Other,56,15083.02
Male,24,9019.15
Other,35,9079.94
Male,63,10758.56
Female,38,8562.69
Male,33,15627.92
Male,35,500.0
Male,46,500.0
Female,39,5678.82
Male,51,2735.51
Female,31,500.0
Male,49,4828.84
Male,38,8342.5
Other,51,3840.79
Male,53,6492.4
Female,44,12084.31
Female,45,5721.43
Male,50,500.0
Female,35,6924.9
Male,43,6721.71
Female,31,5918.59
Female,41,7914.45
Male,47,3752.81
Male,51,10145.72
Male,53,4675.21
Female,44,11990.46
Other,67,8243.28
Male,46,4342.03
Male,34,4247.53
Male,36,4821.26
Female,26,10404.1
Female,42,7223.39
Male,27,4341.41
Male,29,7799.4
